 Timestamp,FIT101,LIT101,FIT201
 23/12/2015 12:00:34 AM,0,798.4404,2.485631
 23/12/2015 12:00:35 AM,0,797.459,2.4864
 23/12/2015 12:00:36 AM,0,796.7917,2.4864
 23/12/2015 12:00:37 AM,0,795.5749,2.484478
 23/12/2015 12:00:38 AM,0,795.3001,2.483324
 23/12/2015 12:00:39 AM,0,794.7114,2.483324
 23/12/2015 12:00:40 AM,0,794.1618,2.484606
 23/12/2015 12:00:41 AM,0,793.8085,2.485118
 23/12/2015 12:00:42 AM,0,792.9842,2.485118
 23/12/2015 12:00:43 AM,0,792.788,2.485118
 23/12/2015 12:00:44 AM,0,792.3562,2.485118
 23/12/2015 12:00:45 AM,0,791.3749,2.485118
 23/12/2015 12:00:46 AM,0,790.7076,2.482812
 23/12/2015 12:00:47 AM,0,790.0403,2.482812
 23/12/2015 12:00:48 AM,0,789.8047,2.481786
 23/12/2015 12:00:49 AM,0,789.059,2.480249
 23/12/2015 12:00:50 AM,0,788.3524,2.480249
 23/12/2015 12:00:51 AM,0,787.4496,2.480249
 23/12/2015 12:00:52 AM,0,786.7823,2.479864
 23/12/2015 12:00:53 AM,0,786.586,2.479864
 23/12/2015 12:00:54 AM,0,786.3113,2.479864
 23/12/2015 12:00:55 AM,0,785.4869,2.479864
 23/12/2015 12:00:56 AM,0,784.8196,2.479864
 23/12/2015 12:00:57 AM,0,784.5449,2.482427
 23/12/2015 12:00:58 AM,0,784.5449,2.482427
 23/12/2015 12:00:59 AM,0,783.5635,2.482427
 23/12/2015 12:01:00 AM,0,783.0533,2.482427
 23/12/2015 12:01:01 AM,0,782.6608,2.482427
 23/12/2015 12:01:02 AM,0,782.8177,2.482427
 23/12/2015 12:01:03 AM,0,782.5822,2.482812
 23/12/2015 12:01:04 AM,0,781.4439,2.483324
 23/12/2015 12:01:05 AM,0,780.7766,2.483324
 23/12/2015 12:01:06 AM,0,780.5018,2.483324
 23/12/2015 12:01:07 AM,0,779.9916,2.483324
 23/12/2015 12:01:08 AM,0,779.6776,2.481915
 23/12/2015 12:01:09 AM,0,779.4813,2.480633
 23/12/2015 12:01:10 AM,0,779.4028,2.480633
 23/12/2015 12:01:11 AM,0,778.6962,2.480633
 23/12/2015 12:01:12 AM,0,778.4214,2.480633
 23/12/2015 12:01:13 AM,0,777.7149,2.479223
 23/12/2015 12:01:14 AM,0,777.1653,2.477942
 23/12/2015 12:01:15 AM,0,776.7336,2.477942
 23/12/2015 12:01:16 AM,0,776.3803,2.477942
 23/12/2015 12:01:17 AM,0,776.1448,2.480249
 23/12/2015 12:01:18 AM,0,775.5167,2.480889
 23/12/2015 12:01:19 AM,0,775.3597,2.480889
 23/12/2015 12:01:20 AM,0,775.0065,2.47948
 23/12/2015 12:01:21 AM,0,774.6924,2.479352
 23/12/2015 12:01:22 AM,0,773.9859,2.479352
 23/12/2015 12:01:23 AM,0,773.1616,2.479352
 23/12/2015 12:01:24 AM,0,772.5728,2.478583
 23/12/2015 12:01:25 AM,0,772.5728,2.478583
 23/12/2015 12:01:26 AM,0,771.7485,2.477557
 23/12/2015 12:01:27 AM,0,771.3952,2.477557
 23/12/2015 12:01:28 AM,0,771.0027,2.477557
 23/12/2015 12:01:29 AM,0,770.4139,2.477557
 23/12/2015 12:01:30 AM,0,769.1185,2.477557
 23/12/2015 12:01:31 AM,0,768.6475,2.477557
 23/12/2015 12:01:32 AM,0,767.7447,2.476148
 23/12/2015 12:01:33 AM,0,767.2737,2.476148
 23/12/2015 12:01:34 AM,0,765.9783,2.476148
 23/12/2015 12:01:35 AM,0,765.6643,2.476148
 23/12/2015 12:01:36 AM,0,764.7222,2.476148
 23/12/2015 12:01:37 AM,0,763.9372,2.476148
 23/12/2015 12:01:38 AM,0,763.6232,2.476148
 23/12/2015 12:01:39 AM,0,763.3091,2.476148
 23/12/2015 12:01:40 AM,0,762.8381,2.476148
 23/12/2015 12:01:41 AM,0,762.5634,2.477301
 23/12/2015 12:01:42 AM,0,762.0138,2.477301
 23/12/2015 12:01:43 AM,0,761.5428,2.477301
 23/12/2015 12:01:44 AM,0,761.268,2.476404
 23/12/2015 12:01:45 AM,0,760.9932,2.476404
 23/12/2015 12:01:46 AM,0,761.0325,2.476404
 23/12/2015 12:01:47 AM,0,760.954,2.477686
 23/12/2015 12:01:48 AM,0,760.2474,2.478198
 23/12/2015 12:01:49 AM,0,760.2474,2.478198
 23/12/2015 12:01:50 AM,0,760.0119,2.476148
 23/12/2015 12:01:51 AM,0,759.6586,2.476148
 23/12/2015 12:01:52 AM,0,758.795,2.476276
 23/12/2015 12:01:53 AM,0,758.6381,2.476276
 23/12/2015 12:01:54 AM,0,758.2063,2.476276
 23/12/2015 12:01:55 AM,0,758.2063,2.476276
 23/12/2015 12:01:56 AM,0,757.4212,2.473841
 23/12/2015 12:01:57 AM,0,756.9502,2.473841
 23/12/2015 12:01:58 AM,0,756.7147,2.473841
 23/12/2015 12:01:59 AM,0,756.1259,2.473841
 23/12/2015 12:02:00 AM,0,755.5764,2.473841
 23/12/2015 12:02:01 AM,0,754.9483,2.473841
 23/12/2015 12:02:02 AM,0,754.595,2.473841
 23/12/2015 12:02:03 AM,0,754.281,2.473841
 23/12/2015 12:02:04 AM,0,754.4772,2.473841
 23/12/2015 12:02:05 AM,0,753.6922,2.474994
 23/12/2015 12:02:06 AM,0,753.1819,2.475763
 23/12/2015 12:02:07 AM,0,752.3576,2.476276
 23/12/2015 12:02:08 AM,0,751.9258,2.476276
 23/12/2015 12:02:09 AM,0,751.9258,2.476276
 23/12/2015 12:02:10 AM,0,751.2585,2.476276
 23/12/2015 12:02:11 AM,0,750.7875,2.476276
 23/12/2015 12:02:12 AM,0,749.8847,2.476276
 23/12/2015 12:02:13 AM,0,749.4136,2.476276
 23/12/2015 12:02:14 AM,0,748.7856,2.476276
 23/12/2015 12:02:15 AM,0,748.2361,2.476276
 23/12/2015 12:02:16 AM,0,747.608,2.476276
 23/12/2015 12:02:17 AM,0,746.4304,2.476276
 23/12/2015 12:02:18 AM,0,745.9202,2.476276
 23/12/2015 12:02:19 AM,0,745.7239,2.474866
 23/12/2015 12:02:20 AM,0,744.8604,2.474226
 23/12/2015 12:02:21 AM,0,743.9968,2.472944
 23/12/2015 12:02:22 AM,0,743.6042,2.472944
 23/12/2015 12:02:23 AM,0,743.0939,2.472944
 23/12/2015 12:02:24 AM,0,742.2304,2.472944
 23/12/2015 12:02:25 AM,0,741.7986,2.472944
 23/12/2015 12:02:26 AM,0,741.5631,2.472944
 23/12/2015 12:02:27 AM,0,741.3668,2.472944
 23/12/2015 12:02:28 AM,0,741.1706,2.471791
 23/12/2015 12:02:29 AM,0,740.7781,2.471791
 23/12/2015 12:02:30 AM,0,740.1108,2.471791
 23/12/2015 12:02:31 AM,0,739.522,2.471791
 23/12/2015 12:02:32 AM,0,739.3257,2.473072
 23/12/2015 12:02:33 AM,0,738.8547,2.473072
 23/12/2015 12:02:34 AM,0,738.6191,2.471791
 23/12/2015 12:02:35 AM,0,738.0696,2.471534
 23/12/2015 12:02:36 AM,0,736.892,2.471534
 23/12/2015 12:02:37 AM,0,736.892,2.471534
 23/12/2015 12:02:38 AM,0,736.6565,2.471534
 23/12/2015 12:02:39 AM,0,736.3032,2.471534
 23/12/2015 12:02:40 AM,0,736.264,2.471534
 23/12/2015 12:02:41 AM,0,735.5574,2.471534
 23/12/2015 12:02:42 AM,0,735.2827,2.471534
 23/12/2015 12:02:43 AM,0,734.6154,2.474097
 23/12/2015 12:02:44 AM,0,734.1443,2.475379
 23/12/2015 12:02:45 AM,0,733.9873,2.475379
 23/12/2015 12:02:46 AM,0,733.3593,2.47602
 23/12/2015 12:02:47 AM,0,732.849,2.47602
 23/12/2015 12:02:48 AM,0,732.3387,2.47602
 23/12/2015 12:02:49 AM,0,732.3387,2.47602
 23/12/2015 12:02:50 AM,0,731.9462,2.474994
 23/12/2015 12:02:51 AM,0,731.2396,2.473457
 23/12/2015 12:02:52 AM,0,730.2975,2.471534
 23/12/2015 12:02:53 AM,0,729.3948,2.471534
 23/12/2015 12:02:54 AM,0,728.9237,2.471534
 23/12/2015 12:02:55 AM,0,728.3349,2.471534
 23/12/2015 12:02:56 AM,0,727.6676,2.471534
 23/12/2015 12:02:57 AM,0,727.4321,2.471534
 23/12/2015 12:02:58 AM,0,727.3143,2.471534
 23/12/2015 12:02:59 AM,0,726.2938,2.471534
 23/12/2015 12:03:00 AM,0,726.176,2.471534
 23/12/2015 12:03:01 AM,0,725.548,2.471534
 23/12/2015 12:03:02 AM,0,724.9592,2.471534
 23/12/2015 12:03:03 AM,0,724.6844,2.471534
 23/12/2015 12:03:04 AM,0,723.7816,2.471534
 23/12/2015 12:03:05 AM,0,723.9386,2.471534
 23/12/2015 12:03:06 AM,0,723.1536,2.471534
 23/12/2015 12:03:07 AM,0,722.3685,2.472175
 23/12/2015 12:03:08 AM,0,721.0732,2.474994
 23/12/2015 12:03:09 AM,0,720.0134,2.475635
 23/12/2015 12:03:10 AM,0,719.4246,2.475635
 23/12/2015 12:03:11 AM,0,718.6395,2.475635
 23/12/2015 12:03:12 AM,0,717.8544,2.474866
 23/12/2015 12:03:13 AM,0,717.0302,2.474866
 23/12/2015 12:03:14 AM,0,716.6376,2.474866
 23/12/2015 12:03:15 AM,0,716.2451,2.473585
 23/12/2015 12:03:16 AM,0,715.774,2.473072
 23/12/2015 12:03:17 AM,0,715.3815,2.473072
 23/12/2015 12:03:18 AM,0,714.9497,2.471919
 23/12/2015 12:03:19 AM,0,714.675,2.470894
 23/12/2015 12:03:20 AM,0,713.9684,2.470894
 23/12/2015 12:03:21 AM,0,713.1833,2.470894
 23/12/2015 12:03:22 AM,0,712.8301,2.470894
 23/12/2015 12:03:23 AM,0,712.8301,2.470894
 23/12/2015 12:03:24 AM,0,712.9086,2.470894
 23/12/2015 12:03:25 AM,0,712.3198,2.470894
 23/12/2015 12:03:26 AM,0,712.1235,2.470894
 23/12/2015 12:03:27 AM,0,711.8488,2.470894
 23/12/2015 12:03:28 AM,0,711.417,2.472431
 23/12/2015 12:03:29 AM,0,711.0245,2.473072
 23/12/2015 12:03:30 AM,0,710.3572,2.473072
 23/12/2015 12:03:31 AM,0,710.2787,2.473072
 23/12/2015 12:03:32 AM,0,709.7684,2.472303
 23/12/2015 12:03:33 AM,0,709.0618,2.472175
 23/12/2015 12:03:34 AM,0,708.7086,2.471663
 23/12/2015 12:03:35 AM,0,708.7086,2.472431
 23/12/2015 12:03:36 AM,0,708.2768,2.474738
 23/12/2015 12:03:37 AM,0,707.6487,2.474738
 23/12/2015 12:03:38 AM,0,706.9422,2.474738
 23/12/2015 12:03:39 AM,0,705.6469,2.47602
 23/12/2015 12:03:40 AM,0,704.8618,2.476276
 23/12/2015 12:03:41 AM,0,703.7234,2.474354
 23/12/2015 12:03:42 AM,0,703.6057,2.473072
 23/12/2015 12:03:43 AM,0,703.1739,2.473072
 23/12/2015 12:03:44 AM,0,702.9777,2.472431
 23/12/2015 12:03:45 AM,0,702.3496,2.47115
 23/12/2015 12:03:46 AM,0,702.2318,2.47115
 23/12/2015 12:03:47 AM,0,702.2318,2.47115
 23/12/2015 12:03:48 AM,0,701.9571,2.47115
 23/12/2015 12:03:49 AM,0,702.1141,2.47115
 23/12/2015 12:03:50 AM,0,701.6431,2.47115
 23/12/2015 12:03:51 AM,0,701.5645,2.47115
 23/12/2015 12:03:52 AM,0,700.6225,2.471663
 23/12/2015 12:03:53 AM,0,699.0131,2.471919
 23/12/2015 12:03:54 AM,0,698.0318,2.471919
 23/12/2015 12:03:55 AM,0,697.0897,2.471919
 23/12/2015 12:03:56 AM,0,696.2654,2.473072
 23/12/2015 12:03:57 AM,0,696.2654,2.473072
 23/12/2015 12:03:58 AM,0,695.4803,2.475763
 23/12/2015 12:03:59 AM,0,695.0486,2.475763
 23/12/2015 12:04:00 AM,0,694.7738,2.475122
 23/12/2015 12:04:01 AM,0,694.2635,2.474994
 23/12/2015 12:04:02 AM,0,694.3813,2.473713
 23/12/2015 12:04:03 AM,0,693.557,2.473713
 23/12/2015 12:04:04 AM,0,693.4785,2.473713
 23/12/2015 12:04:05 AM,0,692.6149,2.471663
 23/12/2015 12:04:06 AM,0,691.8298,2.470509
 23/12/2015 12:04:07 AM,0,691.1625,2.470509
 23/12/2015 12:04:08 AM,0,690.5345,2.470509
 23/12/2015 12:04:09 AM,0,690.0242,2.470509
 23/12/2015 12:04:10 AM,0,689.5925,2.470509
 23/12/2015 12:04:11 AM,0,688.9644,2.470509
 23/12/2015 12:04:12 AM,0,688.6111,2.472944
 23/12/2015 12:04:13 AM,0,688.1008,2.472944
 23/12/2015 12:04:14 AM,0,687.9831,2.472944
 23/12/2015 12:04:15 AM,0,688.2971,2.472944
 23/12/2015 12:04:16 AM,0,688.2186,2.471534
 23/12/2015 12:04:17 AM,0,687.7083,2.471534
 23/12/2015 12:04:18 AM,0,687.2766,2.471534
 23/12/2015 12:04:19 AM,0,686.6485,2.471534
 23/12/2015 12:04:20 AM,0,686.0597,2.471534
 23/12/2015 12:04:21 AM,0,686.0597,2.471534
 23/12/2015 12:04:22 AM,0,685.6279,2.468587
 23/12/2015 12:04:23 AM,0,685.1176,2.468587
 23/12/2015 12:04:24 AM,0,684.5289,2.468587
 23/12/2015 12:04:25 AM,0,684.097,2.470253
 23/12/2015 12:04:26 AM,0,684.1363,2.470253
 23/12/2015 12:04:27 AM,0,683.155,2.468715
 23/12/2015 12:04:28 AM,0,682.1344,2.468587
 23/12/2015 12:04:29 AM,0,680.7998,2.467946
 23/12/2015 12:04:30 AM,0,679.8578,2.467946
 23/12/2015 12:04:31 AM,0,678.9942,2.468971
 23/12/2015 12:04:32 AM,0,677.6989,2.468971
 23/12/2015 12:04:33 AM,0,676.7568,2.468971
 23/12/2015 12:04:34 AM,0,676.7568,2.468971
 23/12/2015 12:04:35 AM,0,676.4427,2.468971
 23/12/2015 12:04:36 AM,0,676.1288,2.468971
 23/12/2015 12:04:37 AM,0,676.0502,2.468971
 23/12/2015 12:04:38 AM,0,675.854,2.468971
 23/12/2015 12:04:39 AM,0,675.3044,2.468971
 23/12/2015 12:04:40 AM,0,675.1867,2.468971
 23/12/2015 12:04:41 AM,0,675.0689,2.468971
 23/12/2015 12:04:42 AM,0,674.4016,2.468971
 23/12/2015 12:04:43 AM,0,674.3624,2.469612
 23/12/2015 12:04:44 AM,0,674.1269,2.470381
 23/12/2015 12:04:45 AM,0,674.0091,2.471663
 23/12/2015 12:04:46 AM,0,673.9306,2.471663
 23/12/2015 12:04:47 AM,0,673.9698,2.471663
 23/12/2015 12:04:48 AM,0,673.4203,2.471663
 23/12/2015 12:04:49 AM,0,673.1456,2.469612
 23/12/2015 12:04:50 AM,0,672.3605,2.467433
 23/12/2015 12:04:51 AM,0,672.0464,2.467433
 23/12/2015 12:04:52 AM,0,671.5362,2.467433
 23/12/2015 12:04:53 AM,0,671.0651,2.467433
 23/12/2015 12:04:54 AM,0,671.0651,2.467433
 23/12/2015 12:04:55 AM,0,669.8483,2.467433
 23/12/2015 12:04:56 AM,0,669.3773,2.467433
 23/12/2015 12:04:57 AM,0,668.9847,2.467433
 23/12/2015 12:04:58 AM,0,668.4352,2.470509
 23/12/2015 12:04:59 AM,0,667.7286,2.470509
 23/12/2015 12:05:00 AM,0,667.6501,2.470509
 23/12/2015 12:05:01 AM,0,667.1399,2.470509
 23/12/2015 12:05:02 AM,0,667.1006,2.470509
 23/12/2015 12:05:03 AM,0,666.3156,2.470509
 23/12/2015 12:05:04 AM,0,665.8838,2.470509
 23/12/2015 12:05:05 AM,0,664.6669,2.468459
 23/12/2015 12:05:06 AM,0,664.1959,2.468459
 23/12/2015 12:05:07 AM,0,662.7828,2.468459
 23/12/2015 12:05:08 AM,0,661.723,2.469996
 23/12/2015 12:05:09 AM,0,660.5847,2.4691
 23/12/2015 12:05:10 AM,0,659.9958,2.466536
 23/12/2015 12:05:11 AM,0,659.5641,2.465767
 23/12/2015 12:05:12 AM,0,659.1716,2.46423
 23/12/2015 12:05:13 AM,0,659.2893,2.46423
 23/12/2015 12:05:14 AM,0,658.9753,2.46423
 23/12/2015 12:05:15 AM,0,659.0931,2.46423
 23/12/2015 12:05:16 AM,0,658.8575,2.46423
 23/12/2015 12:05:17 AM,0,658.8575,2.467049
 23/12/2015 12:05:18 AM,0,658.8575,2.468074
 23/12/2015 12:05:19 AM,0,658.465,2.468587
 23/12/2015 12:05:20 AM,0,658.4258,2.468587
 23/12/2015 12:05:21 AM,0,658.1902,2.468587
 23/12/2015 12:05:22 AM,0,657.6799,2.468587
 23/12/2015 12:05:23 AM,0,657.0912,2.468587
 23/12/2015 12:05:24 AM,0,656.5416,2.467818
 23/12/2015 12:05:25 AM,0,655.3248,2.467177
 23/12/2015 12:05:26 AM,0,654.579,2.467177
 23/12/2015 12:05:27 AM,0,654.0687,2.467177
 23/12/2015 12:05:28 AM,0,653.3622,2.467177
 23/12/2015 12:05:29 AM,0,652.4986,2.466665
 23/12/2015 12:05:30 AM,0,652.0276,2.466152
 23/12/2015 12:05:31 AM,0,651.3995,2.466152
 23/12/2015 12:05:32 AM,0,650.7715,2.466152
 23/12/2015 12:05:33 AM,0,649.8687,2.466152
 23/12/2015 12:05:34 AM,0,649.5939,2.466152
 23/12/2015 12:05:35 AM,0,648.7696,2.466152
 23/12/2015 12:05:36 AM,0,648.4163,2.466152
 23/12/2015 12:05:37 AM,0,647.4742,2.466536
 23/12/2015 12:05:38 AM,0,647.3173,2.467305
 23/12/2015 12:05:39 AM,0,647.0032,2.467305
 23/12/2015 12:05:40 AM,0,646.8069,2.464614
 23/12/2015 12:05:41 AM,0,646.6892,2.464614
 23/12/2015 12:05:42 AM,0,646.3359,2.466793
 23/12/2015 12:05:43 AM,0,645.9041,2.467818
 23/12/2015 12:05:44 AM,0,645.3546,2.467818
 23/12/2015 12:05:45 AM,0,645.1191,2.465255
 23/12/2015 12:05:46 AM,0,644.6481,2.464486
 23/12/2015 12:05:47 AM,0,643.9022,2.464486
 23/12/2015 12:05:48 AM,0,643.9022,2.464486
 23/12/2015 12:05:49 AM,0,643.1564,2.464486
 23/12/2015 12:05:50 AM,0,642.6069,2.467177
 23/12/2015 12:05:51 AM,0,642.0966,2.467177
 23/12/2015 12:05:52 AM,0,641.8218,2.46423
 23/12/2015 12:05:53 AM,0,641.7433,2.46423
 23/12/2015 12:05:54 AM,0,641.5078,2.46423
 23/12/2015 12:05:55 AM,0,641.1938,2.465511
 23/12/2015 12:05:56 AM,0,640.605,2.467049
 23/12/2015 12:05:57 AM,0,640.0162,2.465255
 23/12/2015 12:05:58 AM,0,639.7415,2.464742
 23/12/2015 12:05:59 AM,0,639.0349,2.463973
 23/12/2015 12:06:00 AM,0,638.0928,2.463973
 23/12/2015 12:06:01 AM,0,637.2686,2.463973
 23/12/2015 12:06:02 AM,0,636.2872,2.463973
 23/12/2015 12:06:03 AM,0,635.1489,2.463973
 23/12/2015 12:06:04 AM,0,634.6779,2.463973
 23/12/2015 12:06:05 AM,0,633.9713,2.463973
 23/12/2015 12:06:06 AM,0,633.2648,2.463973
 23/12/2015 12:06:07 AM,0,632.3619,2.463973
 23/12/2015 12:06:08 AM,0,631.7339,2.463973
 23/12/2015 12:06:09 AM,0,631.1451,2.464614
 23/12/2015 12:06:10 AM,0,630.1245,2.464614
 23/12/2015 12:06:11 AM,0,629.8497,2.464614
 23/12/2015 12:06:12 AM,0,629.1432,2.464614
 23/12/2015 12:06:13 AM,0,629.261,2.464614
 23/12/2015 12:06:14 AM,0,629.0647,2.461923
 23/12/2015 12:06:15 AM,0,628.4366,2.461667
 23/12/2015 12:06:16 AM,0,627.6516,2.461923
 23/12/2015 12:06:17 AM,0,627.1805,2.46282
 23/12/2015 12:06:18 AM,0,626.8273,2.46282
 23/12/2015 12:06:19 AM,0,626.788,2.464742
 23/12/2015 12:06:20 AM,0,626.2778,2.464742
 23/12/2015 12:06:21 AM,0,626.474,2.464742
 23/12/2015 12:06:22 AM,0,626.1207,2.464742
 23/12/2015 12:06:23 AM,0,625.4142,2.464742
 23/12/2015 12:06:24 AM,0,625.1394,2.464102
 23/12/2015 12:06:25 AM,0,624.1581,2.463845
 23/12/2015 12:06:26 AM,0,623.8441,2.462948
 23/12/2015 12:06:27 AM,0,623.4908,2.462051
 23/12/2015 12:06:28 AM,0,622.4702,2.461282
 23/12/2015 12:06:29 AM,0,621.8815,2.461282
 23/12/2015 12:06:30 AM,0,621.2927,2.461282
 23/12/2015 12:06:31 AM,0,620.7039,2.461282
 23/12/2015 12:06:32 AM,0,620.3506,2.461282
 23/12/2015 12:06:33 AM,0,619.644,2.461282
 23/12/2015 12:06:34 AM,0,619.4085,2.461282
 23/12/2015 12:06:35 AM,0,619.3693,2.460001
 23/12/2015 12:06:36 AM,0,619.0552,2.459488
 23/12/2015 12:06:37 AM,0,618.4272,2.459488
 23/12/2015 12:06:38 AM,0,618.3879,2.459488
 23/12/2015 12:06:39 AM,0,617.5244,2.459488
 23/12/2015 12:06:40 AM,0,616.8178,2.459488
 23/12/2015 12:06:41 AM,0,616.4645,2.460641
 23/12/2015 12:06:42 AM,0,615.8758,2.46141
 23/12/2015 12:06:43 AM,0,615.4833,2.46141
 23/12/2015 12:06:44 AM,0,614.8945,2.46141
 23/12/2015 12:06:45 AM,0,614.5804,2.46141
 23/12/2015 12:06:46 AM,0,614.1487,2.46141
 23/12/2015 12:06:47 AM,0,614.3057,2.46141
 23/12/2015 12:06:48 AM,0,614.1094,2.46141
 23/12/2015 12:06:49 AM,0,613.9131,2.46141
 23/12/2015 12:06:50 AM,0,613.8739,2.46141
 23/12/2015 12:06:51 AM,0,613.9916,2.46141
 23/12/2015 12:06:52 AM,0,613.8739,2.463333
 23/12/2015 12:06:53 AM,0,613.1281,2.463333
 23/12/2015 12:06:54 AM,0,612.5786,2.463333
 23/12/2015 12:06:55 AM,0,612.1075,2.463333
 23/12/2015 12:06:56 AM,0,611.7935,2.463333
 23/12/2015 12:06:57 AM,0,611.3617,2.463333
 23/12/2015 12:06:58 AM,0,611.0084,2.463333
 23/12/2015 12:06:59 AM,0,611.0084,2.463333
 23/12/2015 12:07:00 AM,0,610.2234,2.463333
 23/12/2015 12:07:01 AM,0,609.4383,2.463333
 23/12/2015 12:07:02 AM,0,608.6533,2.463333
 23/12/2015 12:07:03 AM,0,607.7897,2.462051
 23/12/2015 12:07:04 AM,0,607.6719,2.461026
 23/12/2015 12:07:05 AM,0,606.8084,2.461026
 23/12/2015 12:07:06 AM,0,605.6308,2.461026
 23/12/2015 12:07:07 AM,0,604.8458,2.461026
 23/12/2015 12:07:08 AM,0,604.1,2.461026
 23/12/2015 12:07:09 AM,0,603.3149,2.461026
 23/12/2015 12:07:10 AM,0,602.412,2.461026
 23/12/2015 12:07:11 AM,0,601.941,2.461026
 23/12/2015 12:07:12 AM,0,601.4308,2.461923
 23/12/2015 12:07:13 AM,0,601.627,2.461923
 23/12/2015 12:07:14 AM,0,601.5093,2.461923
 23/12/2015 12:07:15 AM,0,601.0382,2.462948
 23/12/2015 12:07:16 AM,0,600.8027,2.462948
 23/12/2015 12:07:17 AM,0,600.1747,2.46141
 23/12/2015 12:07:18 AM,0,599.9784,2.460001
 23/12/2015 12:07:19 AM,0,599.8607,2.460001
 23/12/2015 12:07:20 AM,0,599.1934,2.460001
 23/12/2015 12:07:21 AM,0,598.9971,2.460001
 23/12/2015 12:07:22 AM,0,598.0943,2.460001
 23/12/2015 12:07:23 AM,0,597.1915,2.460001
 23/12/2015 12:07:24 AM,0,596.7204,2.460898
 23/12/2015 12:07:25 AM,0,596.4849,2.460898
 23/12/2015 12:07:26 AM,0,596.3279,2.460898
 23/12/2015 12:07:27 AM,0,595.6998,2.460898
 23/12/2015 12:07:28 AM,0,595.1111,2.460898
 23/12/2015 12:07:29 AM,0,595.0325,2.460898
 23/12/2015 12:07:30 AM,0,594.954,2.460001
 23/12/2015 12:07:31 AM,0,594.9148,2.460001
 23/12/2015 12:07:32 AM,0,594.7186,2.460001
 23/12/2015 12:07:33 AM,0,594.2475,2.460001
 23/12/2015 12:07:34 AM,0,593.8942,2.460001
 23/12/2015 12:07:35 AM,0,593.1877,2.460001
 23/12/2015 12:07:36 AM,0,592.8737,2.460641
 23/12/2015 12:07:37 AM,0,592.3633,2.461923
 23/12/2015 12:07:38 AM,0,591.4213,2.461923
 23/12/2015 12:07:39 AM,0,591.3035,2.461923
 23/12/2015 12:07:40 AM,0,590.597,2.461923
 23/12/2015 12:07:41 AM,0,590.2045,2.460385
 23/12/2015 12:07:42 AM,0,589.9689,2.458335
 23/12/2015 12:07:43 AM,0,589.5764,2.458335
 23/12/2015 12:07:44 AM,0,588.8699,2.458335
 23/12/2015 12:07:45 AM,0,588.8699,2.458335
 23/12/2015 12:07:46 AM,0,588.3596,2.458335
 23/12/2015 12:07:47 AM,0,587.8885,2.458335
 23/12/2015 12:07:48 AM,0,586.6717,2.458335
 23/12/2015 12:07:49 AM,0,585.8867,2.455643
 23/12/2015 12:07:50 AM,0,585.0624,2.455643
 23/12/2015 12:07:51 AM,0,584.6306,2.455643
 23/12/2015 12:07:52 AM,0,583.924,2.457438
 23/12/2015 12:07:53 AM,0,583.3353,2.457694
 23/12/2015 12:07:54 AM,0,582.7465,2.458206
 23/12/2015 12:07:55 AM,0,582.4717,2.458206
 23/12/2015 12:07:56 AM,0,581.7259,2.458206
 23/12/2015 12:07:57 AM,0,581.2941,2.458206
 23/12/2015 12:07:58 AM,0,581.1763,2.459744
 23/12/2015 12:07:59 AM,0,580.7838,2.459744
 23/12/2015 12:08:00 AM,0,580.7053,2.459744
 23/12/2015 12:08:01 AM,0,580.038,2.461667
